Call Number,Call # Formatted,Title,Title,Library,Author,Barcode,COPY,N/A,LOCATION,Loan,Edition,Year,Last Check-Out,Check-  Outs,Decision,Call Number 2,Field18,Title,Library 2,Barcode 2,Field22,Field23,Field24,Field25,Field26,Field27,Field28,Date Created,Last Check-Out,Check-Outs
P93 .H65,P93.H65,Content analysis for the social sciences and humanities [by ̄Ole R. Holsti,Content analysis for the social sciences and …,DOHENY,"Holsti, Ole R",31275000944018,1,616431,BOOKSTACKS,4WK/SEMSTR,-,1969,1/14/2014,116,,P93 .H65,P93.H65,Content analysis for the social sciences and humanities [by ̄Ole R. Holsti,LEAVEY,31275005595831,,1,616431,BOOKSTACKS,4WK/SEMSTR,-,1969,9/25/1996,8/22/2011,61
PA6519 .M2 1956 V.1,PA6519.M21956V.1,"Metamorphoses, with an English translation by Frank Justus Miller","Metamorphoses, with an English translation by…",DOHENY,"Ovid, 43 B.C.-17 A.D. or 18 A.D",31275015185219,1,921620,BOOKSTACKS,4WK/SEMSTR,-,1956,1/16/2014,23,,PA6519 .M2 1956 V.1,PA6519.M21956V.1,"Metamorphoses, with an English translation by Frank Justus Miller",LEAVEY,31275001180281,,1,921620,BOOKSTACKS,4WK/SEMSTR,-,1956,12/8/1996,5/17/2011,61
HT231 .S458 1990,HT231.S4581990,The conscience of the eye : the design and social life of cities / Richard Sennett,The conscience of the eye : the design and so…,AFA,"Sennett, Richard, 1943-",31275022862875,1,983785,BOOKSTACKS,4WK/SEMSTR,1st ed.,1990,3/5/2014,59,,HT231 .S458 1990,HT231.S4581990,The conscience of the eye : the design and social life of cities / Richard Sennett,LEAVEY,31275026297169,,1,983785,BOOKSTACKS,4WK/SEMSTR,1st ed.,1990,1/1/1997,6/5/2014,61
PL794.6.K3 E5 1971,PL794.6.K3E51971,"Chushingura (The treasury of loyal retainers); a puppet play by Takeda Izumo, Miyoshi Shōraku, and Namiki Senryū.  Translated by Donald Keene",Chushingura (The treasury of loyal retainers)…,DOHENY,"Takeda, Izumo, 1691-1756",31275001855700,1,623403,BOOKSTACKS,4WK/SEMSTR,-,1971,9/4/2014,66,,PL794.6.K3 E5 1971,PL794.6.K3E51971,"Chushingura (The treasury of loyal retainers); a puppet play by Takeda Izumo, Miyoshi Shōraku, and Namiki Senryū.  Translated by Donald Keene",LEAVEY,31275000852534,,1,623403,BOOKSTACKS,4WK/SEMSTR,-,1971,9/25/1996,1/9/2012,61
F869.L843 H46 1980,F869.L843H461980,"Los Angeles, an illustrated history / Bruce Henstell","Los Angeles, an illustrated history / Bruce H…",DOHENY,"Henstell, Bruce",31275017564791,1,646573,BOOKSTACKS,4WK/SEMSTR,1st ed.,1980,12/7/2014,62,,F869.L843 H46 1980,F869.L843H461980,"Los Angeles, an illustrated history / Bruce Henstell",LEAVEY,31275022797113,,1,646573,BOOKSTACKS,4WK/SEMSTR,1st ed.,1980,9/25/1996,9/17/2014,61
PS2112 .A3 1934,PS2112.A31934,"The art of the novel, critical prefaces by Henry James; with an introduction by Richard P. Blackmur","The art of the novel, critical prefaces by He…",GRANDDEPOS,"James, Henry, 1843-1916",31275000561986,1,620795,BOOKSTACKS,4WK/SEMSTR,-,1934,12/10/1998,25,,PS2112 .A3 1934,PS2112.A31934,"The art of the novel, critical prefaces by Henry James; with an introduction by Richard P. Blackmur",LEAVEY,31275002561455,,1,620795,BOOKSTACKS,4WK/SEMSTR,-,1934,9/25/1996,5/22/2008,60
JK1896 .C58,JK1896.C58,"The Concise history of woman suffrage : selections from the classic work of Stanton, Anthony, Gage, and Harper / edited by Mari Jo and Paul Buhle",The Concise history of woman suffrage : selec…,GRANDDEPOS,"Buhle, Paul, 1944-",31275002842343,1,640236,BOOKSTACKS,4WK/SEMSTR,-,1978,11/22/2000,15,,JK1896 .C58,JK1896.C58,"The Concise history of woman suffrage : selections from the classic work of Stanton, Anthony, Gage, and Harper / edited by Mari Jo and Paul Buhle",LEAVEY,31275000894395,,1,640236,BOOKSTACKS,4WK/SEMSTR,-,1978,9/25/1996,8/3/2010,60
HV6789 .E86 1987,HV6789.E861987,Exploring crime : readings in criminology and criminal justice / [edited by] Joseph F. Sheley,Exploring crime : readings in criminology and…,GRANDDEPOS,"Sheley, Joseph F",31275018394040,1,609735,BOOKSTACKS,4WK/SEMSTR,-,1987,11/19/2001,5,,HV6789 .E86 1987,HV6789.E861987,Exploring crime : readings in criminology and criminal justice / [edited by] Joseph F. Sheley,LEAVEY,31275018638586,,1,609735,BOOKSTACKS,4WK/SEMSTR,-,1987,9/25/1996,6/29/2007,60
HB139 .H36 1983 v.3,HB139.H361983v.3,Handbook of econometrics / edited by Zvi Griliches and Michael D. Intriligator,Handbook of econometrics / edited by Zvi Gril…,GRANDDEPOS,"Griliches, Zvi, 1930-1999",31275018057571,1,612830,BOOKSTACKS,4WK/SEMSTR,-,1983,11/28/2001,13,,HB139 .H36 1983 v.3,HB139.H361983v.3,Handbook of econometrics / edited by Zvi Griliches and Michael D. Intriligator,LEAVEY,31275018329095,,1,612830,BOOKSTACKS,4WK/SEMSTR,-,1983,9/25/1996,8/23/2010,60
HQ1121 .L47 1986 v.1,HQ1121.L471986v.1,The creation of patriarchy / Gerda Lerner,The creation of patriarchy / Gerda Lerner…,DOHENY,"Lerner, Gerda, 1920-2013",31275018483512,1,610036,BOOKSTACKS,4WK/SEMSTR,-,1986,12/5/2001,47,,HQ1121 .L47 1986 v.1,HQ1121.L471986v.1,The creation of patriarchy / Gerda Lerner,LEAVEY,31275018483520,,1,610036,BOOKSTACKS,4WK/SEMSTR,-,1986,9/25/1996,1/22/2008,60
PR6025.A86 R3,PR6025.A86R3,"The razor's edge, a novel by W. Somerset Maugham","The razor's edge, a novel by W. Somerset Maug…",DOHENY,"Maugham, W. Somerset (William Somerset), 1874-1965",31275003220994,1,635977,BOOKSTACKS,4WK/SEMSTR,-,1944,6/22/2005,32,,PR6025.A86 R3,PR6025.A86R3,"The razor's edge, a novel by W. Somerset Maugham",LEAVEY,31275000600644,,1,635977,BOOKSTACKS,4WK/SEMSTR,-,1944,9/25/1996,4/9/2013,60
F1465.2.Q5 M3813 1984,F1465.2.Q5M38131984,"I, Rigoberta Menchú : an Indian woman in Guatemala / edited and introduced by Elisabeth Burgos-Debray ; translated by Ann Wright","I, Rigoberta Menchú : an Indian woman in Guat…",DOHENY,"Menchú, Rigoberta",31275019027367,1,654508,BOOKSTACKS,4WK/SEMSTR,-,1984,9/13/2005,72,,F1465.2.Q5 M3813 1984,F1465.2.Q5M38131984,"I, Rigoberta Menchú : an Indian woman in Guatemala / edited and introduced by Elisabeth Burgos-Debray ; translated by Ann Wright",LEAVEY,31275019633974,,1,654508,BOOKSTACKS,4WK/SEMSTR,-,1984,9/25/1996,2/7/2015,60
JK524 .J36 1984,JK524.J361984,Packaging the presidency : a history and criticism of presidential campaign advertising / Kathleen Hall Jamieson,Packaging the presidency : a history and crit…,DOHENY,"Jamieson, Kathleen Hall",31275016531445,1,613909,BOOKSTACKS,4WK/SEMSTR,-,1984,1/17/2006,56,,JK524 .J36 1984,JK524.J361984,Packaging the presidency : a history and criticism of presidential campaign advertising / Kathleen Hall Jamieson,LEAVEY,31275016700107,,1,613909,BOOKSTACKS,4WK/SEMSTR,-,1984,9/25/1996,11/6/2008,60
NX600.E9 R5213 1978,NX600.E9R52131978,"Phaidon encyclopedia of expressionism : painting and the graphic arts, sculpture, architecture, literature, drama, the Expressionist stage, cinema, music / Lionel Richard ; [translated by Stephen Tint]",Phaidon encyclopedia of expressionism : paint…,GRANDDEPOS,"Richard, Lionel",31275042390964,1,642910,BOOKSTACKS,4WK/SEMSTR,-,1978,5/2/2007,0,,NX600.E9 R5213 1978,NX600.E9R52131978,"Phaidon encyclopedia of expressionism : painting and the graphic arts, sculpture, architecture, literature, drama, the Expressionist stage, cinema, music / Lionel Richard ; [translated by Stephen Tint]",LEAVEY,31275002601194,,1,642910,BOOKSTACKS,4WK/SEMSTR,-,1978,9/25/1996,1/9/2008,60
HQ1121 .L47 1986 v.1,HQ1121.L471986v.1,The creation of patriarchy / Gerda Lerner,The creation of patriarchy / Gerda Lerner…,GRANDDEPOS,"Lerner, Gerda, 1920-2013",31275045806164,1,610036,BOOKSTACKS,4WK/SEMSTR,-,1986,9/24/2008,0,,HQ1121 .L47 1986 v.1,HQ1121.L471986v.1,The creation of patriarchy / Gerda Lerner,LEAVEY,31275018483520,,1,610036,BOOKSTACKS,4WK/SEMSTR,-,1986,9/25/1996,1/22/2008,60
PN1655 .B74 1968,PN1655.B741968,The empty space / Peter Brook,The empty space / Peter Brook…,DOHENY,"Brook, Peter",31275000499690,3,625288,BOOKSTACKS,4WK/SEMSTR,[1st American ed.],1968,5/8/2009,40,,PN1655 .B74 1968,PN1655.B741968,The empty space / Peter Brook,LEAVEY,31275006020292,,3,625288,BOOKSTACKS,4WK/SEMSTR,[1st American ed.],1968,12/16/1996,10/2/2014,60
N68 .K33 1977,N68.K331977,Concerning the spiritual in art / Wassily Kandinsky ; translated and with an introd. by M. T. H. Sadler,Concerning the spiritual in art / Wassily Kan…,AFA,"Kandinsky, Wassily, 1866-1944",31275019632836,1,765244,BOOKSTACKS,4WK/SEMSTR,-,1977,12/15/2009,35,,N68 .K33 1977,N68.K331977,Concerning the spiritual in art / Wassily Kandinsky ; translated and with an introd. by M. T. H. Sadler,LEAVEY,31275027479055,,1,765244,BOOKSTACKS,4WK/SEMSTR,-,1977,12/16/1996,10/13/2013,60
GT3912 .A24,GT3912.A24,The handwriting on the wall : toward a sociology and psychology of graffiti / Ernest L. Abel and Barbara E. Buckley,The handwriting on the wall : toward a sociol…,DOHENY,"Abel, Ernest L., 1943-",31275000436353,1,637877,BOOKSTACKS,4WK/SEMSTR,-,1977,10/11/2010,99,,GT3912 .A24,GT3912.A24,The handwriting on the wall : toward a sociology and psychology of graffiti / Ernest L. Abel and Barbara E. Buckley,LEAVEY,31275000860750,,1,637877,BOOKSTACKS,4WK/SEMSTR,-,1977,9/25/1996,4/22/2014,60
DS821 .S3 1978,DS821.S31978,Japan : a short cultural history / G. B. Sansom,Japan : a short cultural history / G. B. Sans…,GRANDDEPOS,"Sansom, George Bailey, Sir, 1883-1965",31275015861090,1,640696,BOOKSTACKS,4WK/SEMSTR,-,1978,10/21/2010,56,,DS821 .S3 1978,DS821.S31978,Japan : a short cultural history / G. B. Sansom,LEAVEY,31275003231017,,1,640696,BOOKSTACKS,4WK/SEMSTR,-,1978,9/25/1996,4/9/2007,60
BX2323 .T87,BX2323.T87,Image and pilgrimage in Christian culture : anthropological perspectives / Victor Turner and Edith Turner,Image and pilgrimage in Christian culture : a…,DOHENY,"Turner, Victor W. (Victor Witter), 1920-1983",31275000451964,1,639620,BOOKSTACKS,4WK/SEMSTR,-,1978,5/9/2011,56,,BX2323 .T87,BX2323.T87,Image and pilgrimage in Christian culture : anthropological perspectives / Victor Turner and Edith Turner,LEAVEY,31275016168503,,1,639620,BOOKSTACKS,4WK/SEMSTR,-,1978,9/25/1996,1/13/2010,60
HQ76.25 .I58 1991,HQ76.25.I581991,"Inside/out : lesbian theories, gay theories / edited by Diana Fuss","Inside/out : lesbian theories, gay theories /…",DOHENY,"Fuss, Diana, 1960-",31275023313589,1,665519,BOOKSTACKS,4WK/SEMSTR,-,1991,4/23/2012,72,,HQ76.25 .I58 1991,HQ76.25.I581991,"Inside/out : lesbian theories, gay theories / edited by Diana Fuss",LEAVEY,31275026350869,,1,665519,BOOKSTACKS,4WK/SEMSTR,-,1991,9/25/1996,10/7/2014,60
PS3565 .C57 1988,PS3565.C571988,Collected works / Flannery O'Connor,Collected works / Flannery O'Connor…,DOHENY,"O'Connor, Flannery",31275019677211,1,658341,BOOKSTACKS,4WK/SEMSTR,-,1988,8/29/2012,71,,PS3565 .C57 1988,PS3565.C571988,Collected works / Flannery O'Connor,LEAVEY,31275026433491,,1,658341,BOOKSTACKS,4WK/SEMSTR,-,1988,9/25/1996,2/24/2014,60
JC71.A41 A755 1996,JC71.A41A7551996,"The Politics, and the Constitution of Athens / Aristotle ; edited by Stephen Everson","The Politics, and the Constitution of Athens …",PHILOSOPHY,Aristotle,31275028369446,1,1047624,BOOKSTACKS,4WK/SEMSTR,Rev. student ed.,1996,2/28/2013,23,,JC71.A41 A755 1996,JC71.A41A7551996,"The Politics, and the Constitution of Athens / Aristotle ; edited by Stephen Everson",LEAVEY,31275028899418,,1,1047624,BOOKSTACKS,4WK/SEMSTR,Rev. student ed.,1996,10/8/1997,9/4/2014,60
E441 .R3,E441.R3,From sundown to sunup; the making of the Black community [by ̄George P. Rawick,From sundown to sunup; the making of the Blac…,DOHENY,"Rawick, George P., 1929-",31275000957481,1,619036,BOOKSTACKS,4WK/SEMSTR,-,1972,6/19/2013,43,,E441 .R3,E441.R3,From sundown to sunup; the making of the Black community [by ̄George P. Rawick,LEAVEY,31275005943734,,1,619036,BOOKSTACKS,4WK/SEMSTR,-,1972,9/25/1996,4/30/2013,60
QC6 .T35,QC6.T35,Spacetime physics [by] Edwin F. Taylor [and] John Archibald Wheeler,Spacetime physics [by] Edwin F. Taylor [and] …,SCIENCE,"Taylor, Edwin F",31275003678068,1,626529,BOOKSTACKS,4WK/SEMSTR,-,1966,8/17/2013,77,,QC6 .T35,QC6.T35,Spacetime physics [by] Edwin F. Taylor [and] John Archibald Wheeler,LEAVEY,31275000682303,,1,626529,BOOKSTACKS,4WK/SEMSTR,-,1966,9/25/1996,8/31/2013,60
DS821 .S3 1978,DS821.S31978,Japan : a short cultural history / G. B. Sansom,Japan : a short cultural history / G. B. Sans…,DOHENY,"Sansom, George Bailey, Sir, 1883-1965",31275001314120,1,640696,BOOKSTACKS,4WK/SEMSTR,-,1978,11/12/2013,71,,DS821 .S3 1978,DS821.S31978,Japan : a short cultural history / G. B. Sansom,LEAVEY,31275003231017,,1,640696,BOOKSTACKS,4WK/SEMSTR,-,1978,9/25/1996,4/9/2007,60
PR868.P44 L5 1991,PR868.P44L51991,Caught in the act : theatricality in the nineteenth-century English novel / Joseph Litvak,Caught in the act : theatricality in the nine…,DOHENY,"Litvak, Joseph",31275024086739,1,666491,BOOKSTACKS,4WK/SEMSTR,-,1992,11/23/2013,41,,PR868.P44 L5 1991,PR868.P44L51991,Caught in the act : theatricality in the nineteenth-century English novel / Joseph Litvak,LEAVEY,31275026304361,,1,666491,BOOKSTACKS,4WK/SEMSTR,-,1992,9/25/1996,1/6/2011,60
E184.O6 W44 1993,E184.O6W441993,The Asian American movement / William Wei,The Asian American movement / William Wei…,DOHENY,"Wei, William, 1948-",31275025202434,1,669722,BOOKSTACKS,4WK/SEMSTR,-,1993,12/29/2013,66,,E184.O6 W44 1993,E184.O6W441993,The Asian American movement / William Wei,LEAVEY,31275025848038,,1,669722,BOOKSTACKS,4WK/SEMSTR,-,1993,9/25/1996,11/30/2010,60
N68 .K33 1977,N68.K331977,Concerning the spiritual in art / Wassily Kandinsky ; translated and with an introd. by M. T. H. Sadler,Concerning the spiritual in art / Wassily Kan…,AFA,"Kandinsky, Wassily, 1866-1944",31275036479385,1,765244,BOOKSTACKS,4WK/SEMSTR,-,1977,4/17/2014,17,,N68 .K33 1977,N68.K331977,Concerning the spiritual in art / Wassily Kandinsky ; translated and with an introd. by M. T. H. Sadler,LEAVEY,31275027479055,,1,765244,BOOKSTACKS,4WK/SEMSTR,-,1977,12/16/1996,10/13/2013,60
HQ1190 .F427 2000,HQ1190.F4272000,Feminism and the body / edited by Londa Schiebinger,Feminism and the body / edited by Londa Schie…,DOHENY,"Schiebinger, Londa L",31275034440934,1,1817006,BOOKSTACKS,4WK/SEMSTR,-,2000,4/18/2014,35,,HQ1190 .F427 2000,HQ1190.F4272000,Feminism and the body / edited by Londa Schiebinger,LEAVEY,31275034451113,,1,1817006,BOOKSTACKS,4WK/SEMSTR,-,2000,2/7/2001,6/7/2014,60
TD794.5 .M395 2002,TD794.5.M3952002,Cradle to cradle : remaking the way we make things / William McDonough & Michael Braungart,Cradle to cradle : remaking the way we make t…,SCIENCE,"McDonough, William",31275044912732,1,1963361,BOOKSTACKS,4WK/SEMSTR,1st ed.,2002,1/6/2015,37,,TD794.5 .M395 2002,TD794.5.M3952002,Cradle to cradle : remaking the way we make things / William McDonough & Michael Braungart,LEAVEY,31275039317384,,1,1963361,BOOKSTACKS,4WK/SEMSTR,1st ed.,2002,7/15/2002,11/7/2014,60
PR6068.O93 H335 2000,PR6068.O93H3352000,Harry Potter and the goblet of fire / by J.K. Rowling ; illustrations by Mary GrandPré,Harry Potter and the goblet of fire / by J.K.…,DOHENY,"Rowling, J. K",31275037059871,1,2100318,BOOKSTACKS,4WK/SEMSTR,1st American ed.,2000,2/10/2015,61,,PR6068.O93 H335 2000,PR6068.O93H3352000,Harry Potter and the goblet of fire / by J.K. Rowling ; illustrations by Mary GrandPré,LEAVEY,31275039055000,,1,2100318,BOOKSTACKS,4WK/SEMSTR,1st American ed.,2000,6/8/2004,10/17/2014,60
P90 .M258 1967a,P90.M2581967a,The medium is the massage / [by] Marshall McLuhan [and] Quentin Fiore ; Co-ordinated by Jerome Agel,The medium is the massage / [by] Marshall McL…,AFA,"McLuhan, Marshall, 1911-1980",31275005005856,3,921647,BOOKSTACKS,4WK/SEMSTR,-,1967,,0,,P90 .M258 1967a,P90.M2581967a,The medium is the massage / [by] Marshall McLuhan [and] Quentin Fiore ; Co-ordinated by Jerome Agel,LEAVEY,31275005886545,,3,921647,BOOKSTACKS,4WK/SEMSTR,-,1967,12/8/1996,2/19/2014,60
QA76.9.H85 H45 1993,QA76.9.H85H451993,The metaphysics of virtual reality / Michael Heim,The metaphysics of virtual reality / Michael …,SCIENCE,"Heim, Michael, 1944-",31275025077380,1,575068,BOOKSTACKS,4WK/SEMSTR,-,1993,8/30/2004,31,,QA76.9.H85 H45 1993,QA76.9.H85H451993,The metaphysics of virtual reality / Michael Heim,LEAVEY,31275026272188,,1,575068,BOOKSTACKS,4WK/SEMSTR,-,1993,9/24/1996,4/19/2010,59
PN98.P67 M37 1991,PN98.P67M371991,Postmodernism and its critics / John McGowan,Postmodernism and its critics / John McGowan…,GRANDDEPOS,"McGowan, John, 1953-",31275023088173,1,664385,BOOKSTACKS,4WK/SEMSTR,-,1991,1/7/2005,46,,PN98.P67 M37 1991,PN98.P67M371991,Postmodernism and its critics / John McGowan,LEAVEY,31275023850739,,1,664385,BOOKSTACKS,4WK/SEMSTR,-,1991,9/25/1996,5/23/2013,59
E184.O6 L44 1991,E184.O6L441991,"Asian American experiences in the United States : oral histories of first to fourth generation Americans from China, the Philippines, Japan, India, the Pacific Islands, Vietnam, and Cambodia / by Joann Faung Jean Lee",Asian American experiences in the United Stat…,DOHENY,"Lee, Joann Faung Jean, 1950-",31275022724968,1,664415,BOOKSTACKS,4WK/SEMSTR,-,1991,1/14/2009,73,,E184.O6 L44 1991,E184.O6L441991,"Asian American experiences in the United States : oral histories of first to fourth generation Americans from China, the Philippines, Japan, India, the Pacific Islands, Vietnam, and Cambodia / by Joann Faung Jean Lee",LEAVEY,31275026335324,,1,664415,BOOKSTACKS,4WK/SEMSTR,-,1991,9/25/1996,11/30/2010,59
BL2202 .E17,BL2202.E17,Japanese religion; unity and diversity [by] H. Byron Earhart,Japanese religion; unity and diversity [by] H…,DOHENY,"Earhart, H. Byron",31275000506056,1,615833,BOOKSTACKS,4WK/SEMSTR,-,1969,3/5/2009,62,,BL2202 .E17,BL2202.E17,Japanese religion; unity and diversity [by] H. Byron Earhart,LEAVEY,31275000862616,,1,615833,BOOKSTACKS,4WK/SEMSTR,-,1969,9/25/1996,10/25/2004,59
HQ1237.5.U6 D43 1995,HQ1237.5.U6D431995,"Debating sexual correctness : pornography, sexual harassment, date rape and the politics of sexual equality / edited and with an introduction by Adele M. Stan","Debating sexual correctness : pornography, se…",DOHENY,"Stan, Adele M",31275026504929,1,56832,BOOKSTACKS,4WK/SEMSTR,-,1995,3/27/2009,28,,HQ1237.5.U6 D43 1995,HQ1237.5.U6D431995,"Debating sexual correctness : pornography, sexual harassment, date rape and the politics of sexual equality / edited and with an introduction by Adele M. Stan",LEAVEY,31275027476952,,1,56832,BOOKSTACKS,4WK/SEMSTR,-,1995,12/16/1996,4/17/2008,59
DF93 .H85 1982,DF93.H851982,"The family, women, and death : comparative studies / S.C. Humphreys","The family, women, and death : comparative st…",DOHENY,"Humphreys, S. C. (Sarah C.)",31275006714613,1,652074,BOOKSTACKS,4WK/SEMSTR,-,1983,1/3/2011,64,,DF93 .H85 1982,DF93.H851982,"The family, women, and death : comparative studies / S.C. Humphreys",LEAVEY,31275015151658,,1,652074,BOOKSTACKS,4WK/SEMSTR,-,1983,9/25/1996,9/24/2006,59
PA6519 .M2 1956 V.2,PA6519.M21956V.2,"Metamorphoses, with an English translation by Frank Justus Miller","Metamorphoses, with an English translation by…",DOHENY,"Ovid, 43 B.C.-17 A.D. or 18 A.D",31275001001511,1,921620,BOOKSTACKS,4WK/SEMSTR,-,1956,3/26/2011,28,,PA6519 .M2 1956 V.2,PA6519.M21956V.2,"Metamorphoses, with an English translation by Frank Justus Miller",LEAVEY,31275004158243,,1,921620,BOOKSTACKS,4WK/SEMSTR,-,1956,12/8/1996,5/17/2011,59
BF458 .L29,BF458.L29,Feeling and form : a theory of art / Suzanne K. Langer,Feeling and form : a theory of art / Suzanne …,GRANDDEPOS,"Langer, Susanne K. (Susanne Katherina Knauth), 1895-1985",31275000557844,1,618810,BOOKSTACKS,4WK/SEMSTR,-,1953,6/9/2011,10,,BF458 .L29,BF458.L29,Feeling and form : a theory of art / Suzanne K. Langer,LEAVEY,31275003283729,,1,618810,BOOKSTACKS,4WK/SEMSTR,-,1953,9/25/1996,5/31/2011,59
LC197 .R65 1993,LC197.R651993,"The morning after : sex, fear, and feminism on campus / Katie Roiphe","The morning after : sex, fear, and feminism o…",GRANDDEPOS,"Roiphe, Katie",31275025639213,1,670479,BOOKSTACKS,4WK/SEMSTR,1st ed.,1993,10/12/2011,27,,LC197 .R65 1993,LC197.R651993,"The morning after : sex, fear, and feminism on campus / Katie Roiphe",LEAVEY,31275026395708,,1,670479,BOOKSTACKS,4WK/SEMSTR,1st ed.,1993,9/25/1996,1/9/2012,59
PS3505.A59 M85,PS3505.A59M85,Music for chameleons : new writing / by Truman Capote,Music for chameleons : new writing / by Truma…,DOHENY,"Capote, Truman, 1924-1984",31275039235941,1,645901,BOOKSTACKS,4WK/SEMSTR,1st ed.,1980,10/17/2011,5,,PS3505.A59 M85,PS3505.A59M85,Music for chameleons : new writing / by Truman Capote,LEAVEY,31275002636182,,1,645901,BOOKSTACKS,4WK/SEMSTR,1st ed.,1980,9/25/1996,5/18/2006,59
PS173.N4 M67 1992,PS173.N4M671992,Playing in the dark : whiteness and the literary imagination / Toni Morrison,Playing in the dark : whiteness and the liter…,DOHENY,"Morrison, Toni",31275024809171,1,606819,BOOKSTACKS,4WK/SEMSTR,-,1992,5/30/2012,57,,PS173.N4 M67 1992,PS173.N4M671992,Playing in the dark : whiteness and the literary imagination / Toni Morrison,LEAVEY,31275024937030,,1,606819,BOOKSTACKS,4WK/SEMSTR,-,1992,9/25/1996,5/7/2014,59
HD4464.L7 K33 1982,HD4464.L7K331982,Water and power : the conflict over Los Angeles' water supply in the Owens Valley / William L. Kahrl,Water and power : the conflict over Los Angel…,DOHENY,"Kahrl, William L., 1946-",31275002582782,1,648824,BOOKSTACKS,4WK/SEMSTR,-,1982,12/11/2012,75,,HD4464.L7 K33 1982,HD4464.L7K331982,Water and power : the conflict over Los Angeles' water supply in the Owens Valley / William L. Kahrl,LEAVEY,31275002245802,,1,648824,BOOKSTACKS,4WK/SEMSTR,-,1982,9/25/1996,11/20/2012,59
