Call Number,Call Number (Formatted),Title,Author,Barcode,Library,Home Location,Current Location,Year,Date Added,Last Check-Out,Check-Outs,,
QP86 .G67 1996,QP86.G671996,"Cheating time : science, sex, and aging / Roger Gosden","Gosden, R. G",31275028825694,LEAVEY,BOOKSTACKS,BOOKSTACKS,1996,8/6/1997,3/11/2005,7,,
QP86 .A97 1997,QP86.A971997,Why we age : what science is discovering about the body's journey through life / Steven N. Austad,"Austad, Steven N., 1946-",31275012094174,LEAVEY,BOOKSTACKS,BOOKSTACKS,1997,11/20/1997,11/15/2004,7,,
QP85 .M55 1993,QP85.M551993,Lifespan : who lives longer-- and why / Thomas J. Moore,"Moore, Thomas J., 1944-",31275026307000,LEAVEY,BOOKSTACKS,BOOKSTACKS,1993,9/23/1996,10/6/2008,9,,
QP84.6 .R436 1997,QP84.6.R4361997,"Biological rhythms and exercise / T. Reilly, G. Atkinson, and J. Waterhouse","Reilly, Thomas, 1941-2009",31275028902709,LEAVEY,BOOKSTACKS,BOOKSTACKS,1997,6/24/1997,4/14/2008,15,,
QP82.2.S8 M38 2002,QP82.2.S8M382002,"The end of stress as we know it / Bruce S. McEwen, with Elizabeth Norton Lasley","McEwen, Bruce S",31275037653558,LEAVEY,BOOKSTACKS,BOOKSTACKS,2002,5/7/2003,3/23/2009,9,,
QP82.2.S8 L68 1997,QP82.2.S8L681997,Stress & health : biological and psychological interactions / William R. Lovallo,"Lovallo, William R",31275012217726,LEAVEY,BOOKSTACKS,BOOKSTACKS,1997,11/9/1997,10/22/2008,25,,
QP82.2.S8 C37 1974,QP82.2.S8C371974,"The Western way of death: stress, tension, and heart attacks","Carruthers, Malcolm, 1938-",31275000685033,LEAVEY,BOOKSTACKS,BOOKSTACKS,1974,9/25/1996,9/1/2004,8,,
QP82.2.N6 K798 1994,QP82.2.N6K7981994,"The handbook of hearing and the effects of noise : physiology, psychology, and public health / Karl D. Kryter","Kryter, Karl D",31275028002732,LEAVEY,BOOKSTACKS,BOOKSTACKS,1994,12/8/1996,5/1/2007,13,,
QP81.6 .R656 2002,QP81.6.R6562002,Homosexuality and science : a guide to the debates / Vernon A. Rosario ; foreword by Richard Pillard,"Rosario, Vernon A",31275036783380,LEAVEY,BOOKSTACKS,BOOKSTACKS,2002,10/11/2002,10/5/2010,10,,
QP81.6 .B87 1996,QP81.6.B871996,A separate creation : the search for the biological origins of sexual orientation / Chandler Burr,"Burr, Chandler, 1963-",31275028186030,LEAVEY,BOOKSTACKS,BOOKSTACKS,1996,12/19/1996,4/26/2006,5,,
QP81.5 .W55 1997,QP81.5.W551997,Reinventing the sexes : the biomedical construction of femininity and masculinity / Marianne van den Wijngaard,"Wijngaard, Marianne van den",31275028672955,LEAVEY,BOOKSTACKS,BOOKSTACKS,1997,10/30/1997,8/28/2006,16,,
QP81.5 .W55 1997,QP81.5.W551997,Reinventing the sexes : the biomedical construction of femininity and masculinity / Marianne van den Wijngaard,"Wijngaard, Marianne van den",31275028701788,LEAVEY,BOOKSTACKS,BOOKSTACKS,1997,11/5/1997,10/26/2009,22,,
QP81.5 .M43 2000,QP81.5.M432000,Sex differences : development and evolutionary strategies / Linda Mealey,"Mealey, Linda",31275037942266,LEAVEY,BOOKSTACKS,BOOKSTACKS,2000,9/3/2003,5/26/2011,20,,
QP81.5 .B58 1997,QP81.5.B581997,Sex on the brain : the biological differences between men and women / Deborah Blum,"Blum, Deborah",31275028700350,LEAVEY,BOOKSTACKS,BOOKSTACKS,1997,8/25/1997,1/25/2011,26,,
QP801.C68 S77 2002,QP801.C68S772002,Cocaine : an unauthorized biography / Dominic Streatfeild,"Streatfeild, Dominic",31275037318475,LEAVEY,BOOKSTACKS,BOOKSTACKS,2002,11/27/2002,4/21/2008,8,,
QP801.A3 B73 1996,QP801.A3B731996,Buzz : the science and lore of alcohol and caffeine / Stephen Braun,"Braun, Stephen, 1957-",31275028379890,LEAVEY,BOOKSTACKS,BOOKSTACKS,1996,3/18/1997,5/9/2011,33,,
QP801.A3 A414 1990,QP801.A3A4141990,"Alcohol and health / edited by Joan Hurley, Janet Horowitz","Hurley, Joan",31275023410930,LEAVEY,BOOKSTACKS,BOOKSTACKS,1990,12/8/1996,11/13/2004,7,,
QP624 .C35 1992,QP624.C351992,Understanding DNA : the molecule & how it works / by C.R. Calladine and Horace R. Drew,"Calladine, C. R",31275026492752,LEAVEY,BOOKSTACKS,BOOKSTACKS,1992,9/25/1996,5/10/2008,25,,
QP601 .D69 1991,QP601.D691991,"Discovering enzymes / David Dressler, Huntington Potter","Dressler, David, 1941-",31275023050827,LEAVEY,BOOKSTACKS,BOOKSTACKS,1991,9/25/1996,2/14/2011,18,,
QP572.T4 H635 2005,QP572.T4H6352005,"Testosterone dreams : rejuvenation, aphrodisia, doping / John Hoberman","Hoberman, John M. (John Milton), 1944-",31275039996120,LEAVEY,BOOKSTACKS,BOOKSTACKS,2005,9/6/2005,10/22/2010,3,,
QP572.P47 H66,QP572.P47H66,Scent signals : the silent language of sex / by Janet L. Hopson,"Hopson, Janet L",31275000815812,LEAVEY,BOOKSTACKS,BOOKSTACKS,1979,9/25/1996,11/11/2004,29,,
QP572.P47 A4 1992,QP572.P47A41992,Chemical communication : the language of pheromones / William C. Agosta,"Agosta, William C",31275026334137,LEAVEY,BOOKSTACKS,BOOKSTACKS,1992,9/25/1996,11/11/2004,6,,
QP571 .V56 1994,QP571.V561994,Raging hormones : do they rule our lives? / Gail Vines,"Vines, Gail",31275027320861,LEAVEY,BOOKSTACKS,BOOKSTACKS,1994,12/8/1996,4/11/2010,25,,
QP552.G73 Z56 2005,QP552.G73Z562005,Glowing genes : a revolution in biotechnology / Marc Zimmer,"Zimmer, Marc",31275039996344,LEAVEY,BOOKSTACKS,BOOKSTACKS,2005,9/6/2005,10/18/2010,3,,
QP552.E53 D38 1984,QP552.E53D381984,Endorphins : new waves in brain chemistry / Joel Davis,"Davis, Joel, 1948-",31275016735939,LEAVEY,BOOKSTACKS,BOOKSTACKS,1984,9/25/1996,10/29/2004,19,,
QP512 .S73 1989,QP512.S731989,Dictionary of biochemistry and molecular biology / J. Stenesh,"Stenesh, J., 1927-",31275026315557,LEAVEY,BOOKSTACKS,BOOKSTACKS,1989,9/24/1996,4/11/2010,27,,
QP511 .F783 1999,QP511.F7831999,"Proteins, enzymes, genes : the interplay of chemistry and biology / Joseph S. Fruton","Fruton, Joseph S. (Joseph Stewart), 1912-2007",31275029781391,LEAVEY,BOOKSTACKS,BOOKSTACKS,1999,10/11/1999,2/14/2011,24,,
QP475 .T68 1996,QP475.T681996,An introduction to the visual system / Martin J. Tovée,"Tovée, M. J. (Martin James)",31275028705490,LEAVEY,BOOKSTACKS,BOOKSTACKS,1996,11/4/1997,8/17/2011,31,,
QP475 .P38 1990,QP475.P381990,The Perceptual world : readings from Scientific American magazine / edited by Irvin Rock,"Rock, Irvin",31275026334327,LEAVEY,BOOKSTACKS,BOOKSTACKS,1990,9/25/1996,6/19/2006,24,,
QP475 .M37 1996,QP475.M371996,An introduction to the biology of vision / James T. McIlwain,"McIlwain, James T",31275028742261,LEAVEY,BOOKSTACKS,BOOKSTACKS,1996,11/25/1997,4/29/2010,8,,
QP458 .W38 2000,QP458.W382000,Jacobson's organ and the remarkable nature of smell / Lyall Watson,"Watson, Lyall",31275034310152,LEAVEY,BOOKSTACKS,BOOKSTACKS,2000,8/8/2000,11/28/2010,8,,
QP431 .G64 1996,QP431.G641996,Sensation and perception / E. Bruce Goldstein,"Goldstein, E. Bruce, 1941-",31275028356880,LEAVEY,BOOKSTACKS,BOOKSTACKS,1996,3/5/1997,8/17/2011,44,,
QP426 .H67 1988,QP426.H671988,Why we sleep : the functions of sleep in humans and other mammals / James Horne,"Horne, James (James A.)",31275021030730,LEAVEY,BOOKSTACKS,BOOKSTACKS,1988,9/25/1996,4/2/2006,54,,
QP426 .H63 2005,QP426.H632005,13 dreams Freud never had : the new mind science / J. Allan Hobson,"Hobson, J. Allan, 1933-",31275041426926,LEAVEY,BOOKSTACKS,BOOKSTACKS,2005,7/20/2005,6/4/2007,2,,
QP425 .H193,QP425.H193,The complete book of sleep : how your nights affect your days / Dianne Hales,"Hales, Dianne R., 1950-",31275002120484,LEAVEY,BOOKSTACKS,BOOKSTACKS,1981,9/23/1996,11/10/2003,68,,
QP425 .D67 1990,QP425.D671990,Losing sleep : how your sleeping habits affect your life / Lydia Dotto,"Dotto, Lydia",31275022739966,LEAVEY,BOOKSTACKS,BOOKSTACKS,1990,9/25/1996,3/31/2005,31,,
QP411 .W45 1997,QP411.W451997,Consciousness lost and found : a neuropsychological exploration / Lawrence Weiskrantz,"Weiskrantz, Lawrence",31275012201928,LEAVEY,BOOKSTACKS,BOOKSTACKS,1997,12/22/1997,8/18/2011,9,,
QP411 .E346 2004,QP411.E3462004,Wider than the sky : the phenomenal gift of consciousness / Gerald M. Edelman,"Edelman, Gerald M",31275039459145,LEAVEY,BOOKSTACKS,BOOKSTACKS,2004,11/4/2004,8/4/2011,23,,
QP41 .A25 1992,QP41.A251992,Essentials of human physiology / Uwe Ackermann,"Ackermann, Uwe",31275027497479,LEAVEY,BOOKSTACKS,BOOKSTACKS,1992,12/8/1996,5/4/2010,40,,
QP402 .H65 2011,QP402.H652011,Quirk : brain science makes sense of your peculiar personality / Hannah Holmes,"Holmes, Hannah, 1963-",31275048516760,LEAVEY,BOOKSTACKS,BOOKSTACKS,2011,5/5/2011,9/25/2011,1,,
QP401 .P47 1997,QP401.P471997,Molecules of emotion : why you feel the way you feel / Candace B. Pert ; with a foreword by Deepak Chopra,"Pert, Candace B., 1946-2013",31275028510874,LEAVEY,BOOKSTACKS,BOOKSTACKS,1997,9/15/1997,4/24/2011,31,,
QP399 .I54 2007,QP399.I542007,Neurolinguistics : an introduction to spoken language processing and its disorders / John C.L. Ingram,"Ingram, John C. L",31275044929041,LEAVEY,BOOKSTACKS,BOOKSTACKS,2007,1/17/2008,12/21/2008,2,,
QP395 .H45 2002,QP395.H452002,Matter of mind : a neurologist's view of brain-behavior relationships / Kenneth M. Heilman,"Heilman, Kenneth M., 1938-",31275036763507,LEAVEY,BOOKSTACKS,BOOKSTACKS,2002,9/5/2002,4/24/2006,8,,
QP385.5 .S67 1989,QP385.5.S671989,"Left brain, right brain / Sally P. Springer, Georg Deutsch","Springer, Sally P., 1947-",31275019912527,LEAVEY,BOOKSTACKS,BOOKSTACKS,1989,9/25/1996,10/27/2008,24,,
QP385.5 .J67 1992,QP385.5.J671992,The right brain and the unconscious : discovering the stranger within / R. Joseph,"Joseph, Rhawn",31275026272246,LEAVEY,BOOKSTACKS,BOOKSTACKS,1992,9/25/1996,4/1/2011,10,,
QP385.5 .I23 1993,QP385.5.I231993,"Left brain--right brain differences : inquiries, evidence and new approaches / James F. Iaccino","Iaccino, James F",31275026333667,LEAVEY,BOOKSTACKS,BOOKSTACKS,1993,9/25/1996,7/28/2010,20,,
QP381 .P3,QP381.P3,Conditioned reflexes; an investigation of the physiological activity of the cerebral cortex. By I.P. Pavlov. Translated and edited by G. V. Anrep,"Pavlov, Ivan Petrovich, 1849-1936",31275000685579,LEAVEY,BOOKSTACKS,BOOKSTACKS,1927,9/25/1996,3/4/2006,41,,
QP38 .N88,QP38.N88,"The body, by Alan E. Nourse and the editors of Life","Nourse, Alan Edward",31275000592304,LEAVEY,BOOKSTACKS,BOOKSTACKS,1964,9/25/1996,7/1/2009,24,,
QP38 .H79,QP38.H79,"The Human body / the Diagram Group ; [editors, David Heidenstam ... et al. ; contributors, Ruth Berenbaum ... et al. ; artists, Jeff Alger ... et al.]","Heidenstam, David",31275002754548,LEAVEY,BOOKSTACKS,BOOKSTACKS,1980,9/25/1996,7/20/2004,23,,
QP38 .B59 1984,QP38.B591984,The body book : a fantastic voyage to the world within / by David Bodanis,"Bodanis, David",31275016221120,LEAVEY,BOOKSTACKS,BOOKSTACKS,1984,9/25/1996,6/15/2011,35,,
QP376 .Z555 2004,QP376.Z5552004,Soul made flesh : the discovery of the brain-- and how it changed the world / Carl Zimer,"Zimmer, Carl",31275039074480,LEAVEY,BOOKSTACKS,BOOKSTACKS,2004,5/12/2004,Never,0,,
QP376 .W84 1990,QP376.W841990,"The Workings of the brain : development, memory, and perception : readings from Scientific American magazine / edited by Rodolfo Llinás","Llinás, Rodolfo R. (Rodolfo Riascos), 1934-",31275021028320,LEAVEY,BOOKSTACKS,BOOKSTACKS,1990,9/25/1996,6/5/2009,43,,
QP376 .C33 1983,QP376.C331983,The throwing madonna : essays on the brain / William H. Calvin,"Calvin, William H., 1939-",31275015258305,LEAVEY,BOOKSTACKS,BOOKSTACKS,1983,9/25/1996,3/5/2003,7,,
QP360 .R37 2001,QP360.R372001,"A user's guide to the brain : perception, attention, and the four theaters of the brain / John J. Ratey","Ratey, John J., 1948-",31275034594474,LEAVEY,BOOKSTACKS,BOOKSTACKS,2001,8/8/2001,12/9/2011,24,,
QP360 .B756 2003,QP360.B7562003,Into the silent land : travels in neuropsychology / Paul Broks,"Broks, Paul",31275038804614,LEAVEY,BOOKSTACKS,BOOKSTACKS,2003,11/5/2003,10/18/2004,1,,
QP360 .B73 1988,QP360.B731988,The biology of behavior and mind / Bruce Bridgeman,"Bridgeman, Bruce",31275019272138,LEAVEY,BOOKSTACKS,BOOKSTACKS,1988,9/25/1996,3/31/2004,30,,
QP360.5 .S28 2001,QP360.5.S282001,The quantum brain : the search for freedom and the next generation of man / Jeffrey Satinover,"Satinover, Jeffrey, 1947-",31275035761502,LEAVEY,BOOKSTACKS,BOOKSTACKS,2001,6/20/2001,4/30/2010,16,,
QP360.5 .C643 1995,QP360.5.C6431995,"The cognitive neurosciences / Michael S. Gazzaniga, editor-in-chief ; section editors, Emilio Bizzi ... [et al.]","Gazzaniga, Michael S",31275027885970,LEAVEY,BOOKSTACKS,BOOKSTACKS,1995,12/16/1996,12/9/2011,18,,
QP360.5 .C348 2004,QP360.5.C3482004,A brief history of the mind : from apes to intellect and beyond / William H. Calvin,"Calvin, William H., 1939-",31275039459137,LEAVEY,BOOKSTACKS,BOOKSTACKS,2004,11/4/2004,11/14/2008,6,,
QP36 .T67 2010,QP36.T672010,"Introduction to the human body : the essentials of anatomy and physiology / Gerard J. Tortora, Bryan Derrickson","Tortora, Gerard J",31275046042546,LEAVEY,BOOKSTACKS,BOOKSTACKS,2010,4/10/2009,2/8/2011,15,,
QP36 .M423 2000,QP36.M4232000,"The human body in health & disease / Frederic H. Martini, Edwin F. Bartholomew, Kathleen Welch ; with William C. Ober, art coordinator and illustrator ; Claire W. Garrison, illustrator","Martini, Frederic",31275034324765,LEAVEY,BOOKSTACKS,BOOKSTACKS,2000,10/4/2000,5/8/2011,52,,
QP356 .M36,QP356.M36,Biology and social behavior [by] Allan Mazur [and] Leon S. Robertson,"Mazur, Allan",31275000684960,LEAVEY,BOOKSTACKS,BOOKSTACKS,1972,9/25/1996,10/15/2009,10,,
QP356.47 .L56 2002,QP356.47.L562002,"The link between religion and health : psychoneuroimmunology and the faith factor / edited by Harold G. Koenig, Harvey Jay Cohen","Koenig, Harold George",31275036714005,LEAVEY,BOOKSTACKS,BOOKSTACKS,2002,7/12/2002,10/30/2006,11,,
QP356.25 .G64 2005,QP356.25.G642005,The wisdom paradox : how your mind can grow stronger as your brain grows older / Elkhonon Goldberg,"Goldberg, Elkhonon",31275039996310,LEAVEY,BOOKSTACKS,BOOKSTACKS,2005,9/6/2005,5/3/2011,8,,
QP355.2 .L4513 2011,QP355.2.L45132011,"Neuromania : on the limits of brain science / Paolo Legrenzi, Carlo Umiltà ; translated by Frances Anderson","Legrenzi, Paolo",31275054049250,LEAVEY,BOOKSTACKS,BOOKSTACKS,2011,5/21/2012,Never,0,,
QP355.2 .G89 1992,QP355.2.G891992,Basic neuroscience : anatomy & physiology / Arthur C. Guyton,"Guyton, Arthur C",31275027883546,LEAVEY,BOOKSTACKS,BOOKSTACKS,1991,12/16/1996,3/12/2010,35,,
QP35 .A8513 2005,QP35.A85132005,"Essential atlas of physiology / [author, Parramón's editorial team ; text, Adolfo Cassan]",Atlas básico de fisiología. English,31275041332199,LEAVEY,BOOKSTACKS,BOOKSTACKS,2005,11/14/2005,9/13/2009,2,,
QP34 .M18 1975,QP34.M181975,Illustrated physiology / by Ann B. McNaught and Robin Callander,"McNaught, Ann B",31275002924018,LEAVEY,BOOKSTACKS,BOOKSTACKS,1975,9/25/1996,8/21/2009,27,,
QP34 .M18,QP34.M18,"Illustrated physiology, by Ann B. McNaught and Robin Callander","McNaught, Ann B",31275000319815,LEAVEY,BOOKSTACKS,BOOKSTACKS,1963,9/25/1996,4/8/2010,23,,
QP34.5 .M354 1998,QP34.5.M3541998,"Foundations of anatomy and physiology / Frederic H. Martini, George Karleskint ; with William C. Ober, art coordinator and illustrator, Claire W. Garrison, illustrator, Kathleen Welch, clinical consultant","Martini, Frederic",31275012455961,LEAVEY,BOOKSTACKS,BOOKSTACKS,1998,8/3/1998,1/10/2011,39,,
QP34.5 .G9 1981,QP34.5.G91981,Textbook of medical physiology / Arthur C. Guyton,"Guyton, Arthur C",31275026743774,LEAVEY,BOOKSTACKS,BOOKSTACKS,1981,9/25/1996,1/13/2009,57,,
QP34.5 .B34 2000,QP34.5.B342000,"The mammal in the mirror : understanding our place in the animal world / David P. Barash, Ilona A. Barash","Barash, David P",31275029597862,LEAVEY,BOOKSTACKS,BOOKSTACKS,2000,11/10/1999,11/18/1999,2,,
QP33 .S56 2007,QP33.S562007,"Comparative physiology, natural animal models, and clinical medicine : insights into clinical medicine from animal adaptations / Michael A. Singer","Singer, Michael A. (Michael Allan), 1940-",31275044915073,LEAVEY,BOOKSTACKS,BOOKSTACKS,2007,5/12/2008,4/13/2011,12,,
QP310.F5 A54 2002,QP310.F5A542002,"Nature's flyers : birds, insects, and the biomechanics of flight / David E. Alexander ; foreword by Steven Vogel","Alexander, David (David E.)",31275036783406,LEAVEY,BOOKSTACKS,BOOKSTACKS,2002,10/11/2002,6/28/2009,7,,
QP301 .H35 2003,QP301.H352003,Exercise physiology : a thematic approach / Tudor Hale,"Hale, Tudor",31275040025828,LEAVEY,BOOKSTACKS,BOOKSTACKS,2003,3/21/2005,4/6/2006,1,,
QP26.R5 W65 1993,QP26.R5W651993,"Brain, mind, and medicine : Charles Richet and the origins of physiological psychology / Stewart Wolf","Wolf, Stewart, 1914-",31275026481417,LEAVEY,BOOKSTACKS,BOOKSTACKS,1993,9/25/1996,12/1/2004,5,,
QP26.F68 S29 1975a,QP26.F68S291975a,Rosalind Franklin and DNA / Anne Sayre,"Sayre, Anne",31275000856865,LEAVEY,BOOKSTACKS,BOOKSTACKS,1975,9/25/1996,11/21/2006,23,,
QP251 .R577 2002,QP251.R5772002,Sex : a natural history / Joann Ellison Rodgers,"Rodgers, Joann Ellison",31275036660174,LEAVEY,BOOKSTACKS,BOOKSTACKS,2002,5/30/2002,10/16/2011,26,,
QP251 .G46 1989,QP251.G461989,Sexuality : an illustrated history / Sander L. Gilman,"Gilman, Sander L",31275026307224,LEAVEY,BOOKSTACKS,BOOKSTACKS,1989,9/25/1996,12/7/2010,15,,
QP251 .F644 2005,QP251.F6442005,A natural history of families / Scott Forbes,"Forbes, Scott, 1958-",31275040033012,LEAVEY,BOOKSTACKS,BOOKSTACKS,2005,12/8/2005,4/22/2008,2,,
QP251 .E43 2001,QP251.E432001,On fertile ground / Peter T. Ellison,"Ellison, Peter Thorpe",31275034604620,LEAVEY,BOOKSTACKS,BOOKSTACKS,2001,8/22/2001,11/18/2008,5,,
QP251 .E42 2004,QP251.E422004,Why we do it : rethinking sex and the selfish gene / Niles Eldredge,"Eldredge, Niles",31275039458980,LEAVEY,BOOKSTACKS,BOOKSTACKS,2004,11/4/2004,10/16/2011,2,,
QP187 .H17 1992,QP187.H171992,Endocrinology / Mac E. Hadley,"Hadley, Mac E",31275026272303,LEAVEY,BOOKSTACKS,BOOKSTACKS,1992,9/25/1996,4/8/2010,33,,
QP141 .W46 2002,QP141.W462002,"Understanding nutrition / Eleanor Noss Whitney, Sharon Rady Rolfes","Whitney, Eleanor Noss",31275035707935,LEAVEY,BOOKSTACKS,BOOKSTACKS,2002,2/12/2002,8/23/2011,30,,
QP141 .W38 1999,QP141.W381999,Perspectives in nutrition / Gordon M. Wardlaw,"Wardlaw, Gordon M",31275053011756,LEAVEY,BOOKSTACKS,BOOKSTACKS,1999,6/19/2012,Never,0,,
QP141 .W378 1994,QP141.W3781994,"Contemporary nutrition : issues and insights / Gordon M. Wardlaw, Paul M. Insel, Marcia F. Seyler ; illustrations by William C. Ober, Claire Garrison","Wardlaw, Gordon M",31275026122011,LEAVEY,BOOKSTACKS,BOOKSTACKS,1994,9/25/1996,10/25/2010,34,,
QP141 .T88 1989,QP141.T881989,The nutrition and health encyclopedia / David F. Tver and Percy Russell,"Tver, David F",31275026494196,LEAVEY,BOOKSTACKS,BOOKSTACKS,1989,9/24/1996,8/6/2004,11,,
QP141 .S59 1989,QP141.S591989,"Nutrition, chemistry and biology / Julian E. Spallholz","Spallholz, Julian E",31275021299996,LEAVEY,BOOKSTACKS,BOOKSTACKS,1989,9/25/1996,8/4/2009,22,,
QP141.S5373 2011,QP141.S53732011,"Basic nutrition / Lori A. Smolin, Mary B. Grosvenor","Smolin, Lori A",31275051280148,LEAVEY,BOOKSTACKS,BOOKSTACKS,2011,3/9/2011,5/26/2011,1,,
QP141 .M35 2007,QP141.M352007,"Table of food composition for Nutritional sciences : from fundamentals to food / Michelle McGuire, Kathy A. Beerman","McGuire, Michelle",31275053731445,LEAVEY,BOOKSTACKS,BOOKSTACKS,2007,7/26/2012,Never,0,,
QP141 .E77 1991,QP141.E771991,Introductory nutrition and diet therapy / Marian Maltese Eschleman,"Eschleman, Marian Maltese",31275026494642,LEAVEY,BOOKSTACKS,BOOKSTACKS,1991,9/25/1996,11/2/2009,21,,
QM691 .B63 2009,QM691.B632009,Freaks of nature : what anomalies tell us about development and evolution / Mark S. Blumberg,"Blumberg, Mark Samuel, 1961-",31275046046778,LEAVEY,BOOKSTACKS,BOOKSTACKS,2009,4/13/2009,11/15/2010,3,,
QM611 .A86 1989,QM611.A861989,Human embryos : the debate on assisted reproduction / C.R. Austin,"Austine, C. R. (Colin Russell), 1914-",31275019903682,LEAVEY,BOOKSTACKS,BOOKSTACKS,1989,9/25/1996,10/6/2004,11,,
QM603 .W65 1991,QM603.W651991,The triumph of the embryo / Lewis Wolpert ; with illustrations drawn by Debra Skinner,"Wolpert, L. (Lewis)",31275023195044,LEAVEY,BOOKSTACKS,BOOKSTACKS,1991,9/25/1996,9/5/2003,10,,
QM557 .N513,QM557.N513,"Behold man : a photographic journey of discovery inside the body / Lennart Nilsson, in collaboration with Jan Lindberg ; text by David H. Ingvar, Stig Nordfeldt, Rune Pettersson ; translator Ilona Munck ; drawings by Bernt Forsblad","Nilsson, Lennart, 1922-",31275000685124,LEAVEY,BOOKSTACKS,BOOKSTACKS,1974,9/25/1996,3/24/2004,36,,
QM535 .L36 1989,QM535.L361989,About faces / Terry Landau,"Landau, Terry",31275021233334,LEAVEY,BOOKSTACKS,BOOKSTACKS,1989,9/25/1996,1/13/2003,40,,
QM451 .C7,QM451.C7,"Correlative anatomy of the nervous system [by] Elizabeth C. Crosby, Tryphena Humphrey [and] Edward W. Lauer, with contributions by J. Ariëns Kappers [and others]","Crosby, Elizabeth Caroline, 1888-",31275000687526,LEAVEY,BOOKSTACKS,BOOKSTACKS,1962,9/25/1996,11/3/2007,8,,
